0,13,25
5,9,25
10,5,25
15,7,25
20,8,25
25,8,25
30,11,25
35,5,25
40,5,25
45,12,25
50,7,25
55,14,25
60,16,25
65,3,25
70,10,25
75,7,25
80,13,25
85,9,25
90,6,25
95,21,25
100,7,25
105,13,25
110,14,25
115,19,25
120,17,25
125,17,25
130,21,25
135,20,25
140,18,25
145,16,25
150,19,25
155,20,25
160,23,25
165,16,25
170,18,25
175,23,25
180,22,25
185,22,25
190,20,25
195,19,25
200,23,25
205,20,25
210,22,25
215,23,25
220,21,25
225,21,25
230,22,25
235,22,25
240,20,25
245,23,25
250,17,25
255,21,25
260,25,24
265,18,25
270,22,25
275,16,25
280,23,25
285,23,25
290,23,25
295,20,25
300,25,24
305,22,25
310,25,24
315,19,25
320,25,23
325,23,25
330,24,25
335,25,24
340,18,25
345,23,25
350,25,22
355,21,25
360,22,25
365,25,23
370,25,24
375,24,25
380,20,25
385,21,25
390,20,25
395,20,25
400,16,25
405,23,25
410,21,25
415,20,25
420,23,25
425,16,25
430,20,25
435,17,25
440,21,25
445,21,25
450,25,23
455,20,25
460,20,25
465,18,25
470,22,25
475,24,25
480,17,25
485,25,24
490,23,25
495,22,25
500,19,25
505,24,25
510,20,25
515,19,25
520,17,25
525,24,25
530,17,25
535,20,25
540,21,25
545,20,25
550,21,25
555,19,25
560,21,25
565,16,25
570,19,25
575,20,25
580,15,25
585,23,25
590,22,25
595,22,25
600,21,25
605,20,25
610,25,23
615,18,25
620,25,22
625,25,24
630,18,25
635,21,25
640,24,25
645,18,25
650,14,25
655,18,25
660,22,25
665,25,22
670,18,25
675,25,24
680,23,25
685,25,20
690,25,22
695,25,19
700,25,22
705,25,17
710,25,22
715,25,20
720,24,25
725,25,21
730,25,23
735,25,19
740,25,24
745,25,24
750,25,23
755,25,24
760,22,25
765,22,25
770,25,23
775,25,24
780,23,25
785,25,24
790,25,24
795,25,22
800,25,23
805,20,25
810,24,25
815,25,24
820,24,25
825,22,25
830,25,23
835,20,25
840,25,23
845,18,25
850,25,24
855,25,24
860,21,25
865,19,25
870,25,23
875,22,25
880,20,25
885,23,25
890,24,25
895,13,25
900,18,25
905,19,25
910,19,25
915,15,25
920,19,25
925,23,25
930,17,25
935,12,25
940,18,25
945,16,25
950,20,25
955,18,25
960,22,25
965,16,25
970,17,25
975,20,25
980,17,25
985,18,25
990,18,25
995,20,25
0,6,25
5,9,25
10,10,25
15,9,25
20,0,25
25,7,25
30,11,25
35,9,25
40,11,25
45,15,25
50,13,25
55,18,25
60,20,25
65,18,25
70,24,25
75,24,25
80,22,25
85,20,25
90,18,25
95,21,25
100,20,25
105,19,25
110,21,25
115,11,25
120,19,25
125,16,25
130,20,25
135,18,25
140,22,25
145,25,23
150,21,25
155,1,25
160,4,25
165,8,25
170,6,25
175,6,25
180,10,25
185,11,25
190,11,25
195,12,25
200,20,25
205,16,25
210,19,25
215,20,25
220,21,25
225,19,25
230,23,25
235,19,25
240,17,25
245,20,25
250,16,25
255,17,25
260,19,25
265,17,25
270,22,25
275,18,25
280,18,25
285,23,25
290,19,25
295,19,25
300,17,25
305,19,25
310,20,25
315,23,25
320,19,25
325,21,25
330,24,25
335,24,25
340,18,25
345,25,22
350,24,25
355,18,25
360,22,25
365,21,25
370,24,25
375,21,25
380,22,25
385,19,25
390,20,25
395,23,25
400,19,25
405,19,25
410,24,25
415,19,25
420,19,25
425,23,25
430,19,25
435,19,25
440,20,25
445,18,25
450,22,25
455,18,25
460,17,25
465,18,25
470,20,25
475,19,25
480,18,25
485,16,25
490,19,25
495,17,25
500,18,25
505,15,25
510,18,25
515,21,25
520,16,25
525,21,25
530,16,25
535,15,25
540,16,25
545,13,25
550,14,25
555,10,25
560,7,25
565,19,25
570,15,25
575,14,25
580,19,25
585,12,25
590,16,25
595,13,25
600,16,25
605,17,25
610,17,25
615,16,25
620,16,25
625,14,25
630,18,25
635,19,25
640,16,25
645,20,25
650,21,25
655,20,25
660,21,25
665,17,25
670,15,25
675,17,25
680,17,25
685,18,25
690,16,25
695,17,25
700,18,25
705,20,25
710,16,25
715,12,25
720,15,25
725,21,25
730,18,25
735,22,25
740,18,25
745,17,25
750,21,25
755,20,25
760,22,25
765,17,25
770,19,25
775,17,25
780,21,25
785,16,25
790,17,25
795,20,25
800,18,25
805,21,25
810,19,25
815,19,25
820,19,25
825,17,25
830,14,25
835,17,25
840,18,25
845,16,25
850,15,25
855,20,25
860,15,25
865,17,25
870,15,25
875,16,25
880,20,25
885,17,25
890,17,25
895,16,25
900,6,25
905,12,25
910,12,25
915,18,25
920,19,25
925,18,25
930,15,25
935,17,25
940,15,25
945,16,25
950,20,25
955,20,25
960,17,25
965,20,25
970,19,25
975,22,25
980,18,25
985,17,25
990,21,25
995,13,25
0,17,25
0,25,22
